twin	O
bed	O
,	O
.	O

kamar	B-ASPECT
mandi	I-ASPECT
jorok	B-SENTIMENT
ada	O
bekas	O
darah	O
orang	O
,	O
.	O

susah	B-SENTIMENT
sinyal	I-SENTIMENT
,	O
harus	O
ke	O
cafe	O
baru	O
dpet	O
wifi	B-ASPECT
,	O
sry	O
saya	O
jujurjujur	O
saja	O
bukan	O
di	O
buatbuat	O
,	O
terimakasih	O
.	O

kamar	B-ASPECT
terlalu	B-SENTIMENT
luas	I-SENTIMENT
,	O
sayang	O
cuma	O
bisa	O
untuk	O
2	O
orang	O
jadi	O
lebih	O
kelihatan	O
mubazir	O
.	O

+	O
kamar	B-ASPECT
bersih	B-SENTIMENT
,	O
bed	B-ASPECT
bersih	B-SENTIMENT
,	O
toilet	B-ASPECT
bersih	B-SENTIMENT
.	O
fasilitas	B-ASPECT
oke	B-SENTIMENT
lah	O
.	O
harga	B-ASPECT
murah	B-SENTIMENT
banget	I-SENTIMENT
,	O
pakai	O
kupon	O
diskon	O
.	O

-	O
wifi	B-ASPECT
tidak	B-SENTIMENT
bisa	I-SENTIMENT
terhubung	I-SENTIMENT
.	O
sarapan	B-ASPECT
kurang	B-SENTIMENT
sesuai	I-SENTIMENT
(	O
sambal	O
lontong	O
terlalu	O
pedas	O
)	O
.	O
keep	O
goin	O
'	O
airy	O
!	O

harga	B-ASPECT
murah	B-SENTIMENT
!	O

pelayan	B-ASPECT
baik	B-SENTIMENT
dan	O
ramah	B-SENTIMENT
.	O

lokasi	O
masuk	O
gang	O
(	O
perkampungan	O
warga	O
)	O
tetapi	O
bisa	O
dicari	O
di	O
google	O
map	O
.	O

kamar	B-ASPECT
bersih	B-SENTIMENT
,	O
rapi	B-SENTIMENT
dan	O
cukup	B-SENTIMENT
luas	I-SENTIMENT
.	O

fasilitas	B-ASPECT
:	O
tv	B-ASPECT
mantap	B-SENTIMENT
,	O
ac	B-ASPECT
kurang	B-SENTIMENT
dingin	I-SENTIMENT
,	O
snack	O
dan	O
air	O
,	O
perlengkapan	O
mandi	O
(	O
sabun	O
odol	O
sikat	O
)	O
,	O
handuk	B-ASPECT
ada	O
2	O
tetapi	O
kecil	B-SENTIMENT
.	O

air	B-ASPECT
lancar	B-SENTIMENT
tetapi	O
agak	B-SENTIMENT
bau	I-SENTIMENT
.	O
mungkin	O
karena	O
air	O
sumur	O
bor	O
dan	O
lokasi	O
dekat	O
dengan	O
sungai	O
.	O

sudah	O
2x	O
ini	O
inap	O
di	O
airy	O
tetapi	O
tidak	O
pernah	O
dapat	O
bingkisan	O
kotak	O
biru	O
dari	O
airy	O
(	O
complimentery	O
)	O
padahal	O
baca	O
review	O
temanteman	O
sering	O
pada	O
dapat	O
.	O

waktu	O
bertanya	O
dari	O
pihak	O
hotel	O
katanya	O
dari	O
airy	O
tidak	O
pernah	O
kirim	O
lagi	O
,	O
.	O

ty	O
ke	O
customer	O
pelayanan	O
airy	O
di	O
jawab	O
airy	O
tidak	O
ada	O
gitugituan	O
,	O
dan	O
percakapan	O
langsung	O
di	O
hentikan	O
oleh	O
customer	O
pelayanan	O
ats	O
nama	O
koko	O
.	O

bersama	O
temanteman	O
menginap	O
di	O
beberapa	O
kamar	O
dengan	O
airy	O
,	O
.	O

ada	O
handuk	B-ASPECT
yang	O
bau	B-SENTIMENT
,	O
.	O

lorong	B-ASPECT
menuju	O
kamar	O
bau	B-SENTIMENT
rokok	I-SENTIMENT
,	O
.	O

ada	O
selimut	B-ASPECT
yang	O
kotor	B-SENTIMENT
,	O
.	O

ada	B-SENTIMENT
bantal	B-ASPECT
airy	I-ASPECT
biru	I-ASPECT
bau	B-SENTIMENT
keringat	I-SENTIMENT
,	O
.	O

tempat	B-ASPECT
makan	I-ASPECT
outdoor	I-ASPECT
juga	O
tidak	B-SENTIMENT
bebas	I-SENTIMENT
rokok	I-SENTIMENT
padahal	O
banyak	O
anak	O
-	O
anak	O
,	O
.	O

wifi	B-ASPECT
oke	B-SENTIMENT
banget	I-SENTIMENT
.	O

lumayan	B-SENTIMENT
,	O
keseluruhan	B-ASPECT
nyaman	B-SENTIMENT
.	O

sayangnya	O
,	O
ada	O
beberapa	O
hal	O
yang	O
harus	O
diperhatikan	O
,	O
kurangnya	B-SENTIMENT
kebersihan	B-ASPECT
pada	O
kamar	O
,	O
ada	O
bekas	O
rexona	O
di	O
bawah	O
kasur	O
dari	O
tamu	O
awal	O
,	O
.	O

tetapi	O
selebihnya	B-ASPECT
luar	B-SENTIMENT
biasa	I-SENTIMENT
.	O
nyaman	B-SENTIMENT
,	O
.	O

wifi	B-ASPECT
cepat	B-SENTIMENT
.	O
pelayanan	B-ASPECT
yang	O
baik	B-SENTIMENT
.	O
terimakasih	O
.	O
rekomended	O
buat	O
backpacker	O
yang	O
bingung	O
cari	O
tempat	O
untuk	O
menginap	O
,	O
terimakasih	O
airy	O
.	O
anda	O
memang	O
kece	O
.	O

check	O
in	O
ktp	O
di	O
minta	O
,	O
.	O

check	O
out	O
petugas	O
lupa	O
tidak	O
memberikan	O
ktp	O
saya	O
,	O
padahal	O
saya	O
dari	O
luar	O
kota	O
transit	O
ke	O
semarang	O
dan	O
saya	O
tidak	O
di	O
hubungi	O
terkait	O
ini	O
sampai	O
saya	O
caricari	O
nomor	O
telpun	O
hotel	O
,	O
.	O

ketika	O
di	O
telpun	O
juga	O
tidak	O
bahkan	O
minta	O
maaf	O
bahkan	O
lempar	O
lemparan	O
tanggung	O
jawab	O
.	O

sumpah	O
yah	O
cs	B-ASPECT
nya	I-ASPECT
galak	B-SENTIMENT
se	I-SENTIMENT
galak	I-SENTIMENT
juteknya	I-SENTIMENT
.	O

gendeng	O
,	O
saya	O
disini	O
bayar	O
hampir	O
tiap	O
hari	O
hampir	O
2	O
minggu	O
tetapi	O
rasanya	O
kok	O
tidak	B-SENTIMENT
melayani	I-SENTIMENT
dengan	I-SENTIMENT
baik	I-SENTIMENT
,	O
mau	O
minta	O
jatah	O
aqua	O
dan	O
kebersihan	O
saja	O
harus	O
ngemisngemis	O
dulu	O
baru	O
dikasi	O
.	O

tetapi	O
untuk	O
fasilitas	B-ASPECT
dan	O
wifi	B-ASPECT
oke	B-SENTIMENT
banget	I-SENTIMENT
cuma	O
cs	O
yang	O
mudanya	O
radarada	O
.	O

aku	O
puas	O
banget	O
dengan	O
hotel	O
pakai	O
airy	O
di	O
bangka	O
.	O

aku	O
pikir	O
jenis	O
dan	O
standar	O
hotelnya	O
mirip	O
seperti	O
begitu	O
.	O
ternyata	O
beda	O
banget	O
dengan	O
hotel	O
ini	O
.	O

1	O
.	O
hotel	O
ini	O
tiga	O
tingkat	O
tetapi	O
tidak	B-SENTIMENT
ada	I-SENTIMENT
lift	B-ASPECT
.	O

2	O
.	O
tidak	B-SENTIMENT
ada	I-SENTIMENT
petugas	B-ASPECT
buat	O
angkat	O
koper	O
.	O

3	O
.	O
tidak	B-SENTIMENT
ada	I-SENTIMENT
restorant	B-ASPECT
.	O

intinya	O
tmp	O
ini	O
tidak	O
pantes	O
di	O
sebut	O
sebagai	O
hotel	O
.	O
lebih	O
pantas	O
kalau	O
disebut	O
kos	O
kosan	O
harian	O
.	O

pelayanan	O
di	O
airy	O
room	O
eco	O
pasteur	O
cipedes	O
tengah	O
195	O
:	O
.	O

1	O
.	O
resepsionis	B-ASPECT
kurang	B-SENTIMENT
ramah	I-SENTIMENT
saat	O
check	O
in	O
.	O

2	O
.	O
air	B-ASPECT
panas	I-ASPECT
kecil	B-SENTIMENT
.	O

3	O
.	O
channel	B-ASPECT
pada	O
tv	O
sedikit	B-SENTIMENT
.	O

4	O
.	O
kasur	B-ASPECT
kurang	B-SENTIMENT
nyaman	I-SENTIMENT
.	O

5	O
.	O
selimut	B-ASPECT
tipis	B-SENTIMENT
padahal	O
suhu	O
di	O
pasteur	O
dingin	O
.	O

6	O
.	O
saat	O
check	O
out	O
harus	O
cari	O
-	O
cari	O
penjaga	O
office	O
untuk	O
menyerahkan	O
kunci	O
,	O
tidak	O
ada	O
yang	O
jaga	O
di	O
resepsionis	O
.	O

sejauh	O
ini	O
baik	B-SENTIMENT
sih	O
,	O
cuma	O
penginapan	B-ASPECT
nya	I-ASPECT
gelap	B-SENTIMENT
banget	I-SENTIMENT
.	O

cat	O
lorong	O
nya	O
warna	O
oren	O
lalu	O
lampu	O
nya	O
warna	O
kuning	O
jadi	O
gelap	B-SENTIMENT
banget	I-SENTIMENT
.	O

sempat	B-SENTIMENT
seram	I-SENTIMENT
juga	O
sih	O
setiap	O
pulang	O
malam	O
tetapi	O
lama	O
lama	O
iya	O
biasa	O
saja	O
.	O

terus	O
setiap	O
mandi	O
air	O
nya	O
keluar	O
kamar	O
mandi	O
jadi	O
di	O
depan	O
kamar	B-ASPECT
mandi	I-ASPECT
basah	B-SENTIMENT
semua	O
.	O

awal	O
datang	O
tidak	B-SENTIMENT
di	I-SENTIMENT
sediakan	I-SENTIMENT
selimut	B-ASPECT
dan	O
keset	B-ASPECT
kamar	I-ASPECT
mandi	I-ASPECT
.	O
harus	O
minta	O
.	O

you	O
get	O
what	O
you	O
paid	O
.	O
harga	O
total	O
untuk	O
3	O
kamar	O
1	O
malam	O
cuma	O
324000	O
(	O
pakai	O
promo	O
airy	O
)	O
dan	O
di	O
daerah	O
kemang	O
!	O

lokasi	B-ASPECT
oke	B-SENTIMENT
,	O
dekat	O
kemang	O
.	O

kamar	B-ASPECT
lumayan	B-SENTIMENT
besar	I-SENTIMENT
tetapi	O
agak	B-SENTIMENT
tidak	I-SENTIMENT
sesuai	I-SENTIMENT
foto	I-SENTIMENT
.	O

karena	O
bangunannya	O
rumah	O
,	O
ukuran	O
kamar	O
berbeda	O
-	O
beda	O
.	O
kolam	B-ASPECT
renang	I-ASPECT
oke	B-SENTIMENT
.	O

tidak	B-SENTIMENT
ada	I-SENTIMENT
air	B-ASPECT
panas	I-ASPECT
untuk	O
mandi	O
dan	O
wifi	B-ASPECT
nya	I-ASPECT
tidak	B-SENTIMENT
jalan	I-SENTIMENT
(	O
padahal	O
username	O
dan	O
password	O
sudah	O
benar	O
)	O
.	O

untuk	O
lokasi	O
nya	O
agak	O
masuk	O
disebelakang	O
rumah	O
toko	O
.	O

ketika	O
saya	O
sampai	O
dsana	O
jam	O
12	O
pintu	O
sudah	O
di	O
tutup	O
dan	O
perlu	O
menelepon	O
operator	O
hotel	O
.	O

untuk	O
kamar	B-ASPECT
kondisinya	O
kurang	B-SENTIMENT
baik	I-SENTIMENT
,	O
ruangannya	B-ASPECT
bau	B-SENTIMENT
seperti	O
habis	O
di	O
pakai	O
.	O

handuk	B-ASPECT
berantakan	B-SENTIMENT
,	O
sabun	O
mandi	O
seperti	O
habis	O
di	O
pakai	O
.	O

tempat	B-ASPECT
tidur	I-ASPECT
acak	O
acakan	O
dan	O
penuh	B-SENTIMENT
rambut	I-SENTIMENT
di	O
atas	O
nya	O
.	O

wc	B-ASPECT
tersumbat	B-SENTIMENT
tidak	B-SENTIMENT
berfungsi	I-SENTIMENT
,	O
ada	O
kaos	O
kaki	O
di	O
laci	O
lemari	O
,	O
dan	O
kamar	B-ASPECT
berdebu	B-SENTIMENT
.	O

untung	O
ada	O
wifi	O
dan	O
ac	O
sehingga	O
ruangan	O
tidak	O
terlalu	O
sempit	O
.	O

pemandangan	B-ASPECT
disini	O
bagus	B-SENTIMENT
,	O
.	O

ini	O
sudah	O
ke	O
3	O
kalinya	O
kesini	O
,	O
.	O

untuk	O
kebersihan	B-ASPECT
hotel	I-ASPECT
lumayan	B-SENTIMENT
,	O
.	O

terakhir	O
kesini	O
saya	O
agak	B-SENTIMENT
kecewa	I-SENTIMENT
di	O
kasih	O
kamar	O
yang	O
masih	O
ada	O
project	O
pengecatan	O
,	O
.	O

jadi	O
bau	O
catnya	O
masih	O
benarbenar	O
pekat	O
dan	O
belum	O
dibersihkan	O
sudah	O
di	O
bisa	O
check	O
in	O
,	O
begini	O
iya	O
kalau	O
sistemnya	O
masih	O
manual	O
.	O

saya	O
minta	O
ganti	O
kamar	O
kereception	B-ASPECT
yang	O
ibuibu	O
jawabnya	O
agak	B-SENTIMENT
ketus	I-SENTIMENT
,	O
.	O

saat	O
tiba	O
ada	O
sedikit	O
kendala	O
mungkin	O
karena	O
saya	O
check	B-ASPECT
in	I-ASPECT
jam	O
11	O
malam	O
agak	B-SENTIMENT
lama	I-SENTIMENT
nggu	O
keamanannya	O
datang	O
dan	O
respsionis	B-ASPECT
sudah	O
tidak	B-SENTIMENT
ada	I-SENTIMENT
,	O
tetapi	O
selebihnya	B-ASPECT
oke	B-SENTIMENT
,	O
.	O

kamar	B-ASPECT
bersih	B-SENTIMENT
tetapi	O
kasurnya	B-ASPECT
agak	B-SENTIMENT
jeblos	I-SENTIMENT
begitu	I-SENTIMENT
tetapi	O
cukup	B-SENTIMENT
nyaman	I-SENTIMENT
udaranya	B-ASPECT
sejuk	B-SENTIMENT
sarapannya	B-ASPECT
cukup	B-SENTIMENT
sederhana	I-SENTIMENT
dengan	O
kupat	O
tahu	O
dan	O
ada	O
roti	O
tetapi	O
enak	B-SENTIMENT
,	O
fasilitasnya	B-ASPECT
juga	O
oke	B-SENTIMENT
.	O

itu	O
kamarnya	B-ASPECT
kotor	B-SENTIMENT
minta	O
ampun	O
,	O
banyak	O
sarang	O
laba	O
-	O
laba	O
.	O

dan	O
kasurnya	O
sudah	O
lama	B-SENTIMENT
tidak	I-SENTIMENT
diganti	I-SENTIMENT
seprai	B-ASPECT
-	I-ASPECT
nya	I-ASPECT
dan	O
nyamuk	O
banyak	O
sekali	O
,	O
buat	O
gatal	O
,	O
.	O

untungnya	O
cuma	O
semalam	O
hanya	O
untuk	O
transit	O
saja	O
.	O

yang	O
berkesan	O
cuma	O
ac	B-ASPECT
dingin	B-SENTIMENT
,	O
saluran	B-ASPECT
tv	I-ASPECT
bagus	B-SENTIMENT
.	O

kamar	B-ASPECT
mandi	I-ASPECT
lumayan	B-SENTIMENT
air	O
panas	O
dan	O
dekat	O
bandara	O
,	O
malam	O
sampai	O
dini	O
hari	O
suara	O
bising	O
dari	O
tamu	O
sebelah	O
.	O

jalan	O
menuju	O
tempat	O
penginapan	O
tidak	O
baik	O
.	O

petugas	B-ASPECT
tidak	B-SENTIMENT
ramah	I-SENTIMENT
.	O

kamar	B-ASPECT
tidak	B-SENTIMENT
nyaman	I-SENTIMENT
dan	I-SENTIMENT
bersih	I-SENTIMENT
dikarenakan	O
bau	B-SENTIMENT
asap	I-SENTIMENT
rokok	I-SENTIMENT
yang	O
tidak	O
dibersihkan	O
(	O
gorden	B-ASPECT
tidak	B-SENTIMENT
diganti	I-SENTIMENT
)	O
pada	O
kamar	O
no	O
4	O
.	O

tidak	B-SENTIMENT
mempunyai	I-SENTIMENT
selimut	B-ASPECT
yang	O
layak	O
.	O
tidak	B-SENTIMENT
ada	I-SENTIMENT
meja	B-ASPECT
,	O
lemari	B-ASPECT
sudah	O
rusak	B-SENTIMENT
dikamar	O
no	O
2	O
.	O

fasilitas	B-ASPECT
airi	I-ASPECT
tidak	B-SENTIMENT
lengkap	I-SENTIMENT
(	O
minum	O
hanya	O
1	O
botol	O
)	O
.	O

wifi	B-ASPECT
tidak	B-SENTIMENT
bisa	I-SENTIMENT
digunakan	I-SENTIMENT
.	O
terimakasih	O
.	O

kamarnya	O
dicat	O
ulang	O
,	O
kalau	O
perlu	O
didekor	O
ulang	O
biar	O
kelihatan	O
hidup	O
,	O
.	O

cerminnya	O
jangan	O
cermin	O
angker	O
dong	O
,	O
tidak	O
bisa	O
ngaca	O
,	O
.	O

ac	B-ASPECT
nya	I-ASPECT
dibenarkan	O
dong	O
biar	O
tidak	O
matimati	B-SENTIMENT
sendiri	I-SENTIMENT
,	O
tolong	O
seranggaserangga	O
dibasmi	O
juga	O
,	O
tetapi	O
petugas	B-ASPECT
dan	O
staf	B-ASPECT
ramah	B-SENTIMENT
maksimal	I-SENTIMENT
!	O

lokasi	O
hotel	O
dekat	O
pvj	O
banget	O
,	O
lokasi	B-ASPECT
bagus	B-SENTIMENT
sayang	O
kalau	O
tidak	O
dimaksimalkan	O
,	O
terimakasih	O
.	O

ini	O
adalah	O
yang	O
kedua	O
menginap	O
di	O
airy	O
anggrek	O
satu	O
18	O
.	O
ac	B-ASPECT
lebih	B-SENTIMENT
dingin	I-SENTIMENT
dari	O
yang	O
pertama	O
,	O
.	O
kamar	B-ASPECT
lebih	B-SENTIMENT
luas	I-SENTIMENT
.	O

sayangnya	O
dikasih	O
smoking	O
room	O
,	O
padahal	O
setau	O
saya	O
airy	O
non	O
smoking	O
semua	O
.	O
jadi	O
pertama	O
masuk	O
bau	B-SENTIMENT
asap	I-SENTIMENT
rokok	I-SENTIMENT
.	O
tetapi	O
so	O
far	O
sih	O
senengseneng	B-SENTIMENT
saja	O
menginap	O
di	O
sini	O
.	O

cukup	B-SENTIMENT
baik	I-SENTIMENT
untuk	O
kamar	O
dengan	O
harga	O
100ribu	O
malam	O
,	O
.	O

kamar	B-ASPECT
bersih	B-SENTIMENT
,	O
.	O

ac	B-ASPECT
berfungsi	B-SENTIMENT
,	O
.	O

tv	B-ASPECT
lcd	O
berfungsi	B-SENTIMENT
,	O
.	O

kasur	B-ASPECT
springbed	I-ASPECT
nyaman	B-SENTIMENT
dan	O
bersih	B-SENTIMENT
,	O
.	O

hanya	O
saja	O
untuk	O
kamar	B-ASPECT
mandi	I-ASPECT
tidak	B-SENTIMENT
dilengkapi	I-SENTIMENT
exhaust	B-ASPECT
fan	I-ASPECT
sehingga	O
agak	B-SENTIMENT
bau	I-SENTIMENT
,	O
air	O
dari	O
kamar	O
mandi	O
juga	O
mengalir	O
keluar	O
masuk	O
ke	O
kamar	O
.	O

jujur	O
saya	O
kecewa	B-ASPECT
banget	I-ASPECT
sama	O
hotel	O
airy	O
yang	O
di	O
jamin	O
ginting	O
selayang	O
,	O
beda	O
banget	O
sama	O
di	O
foto	O
.	O

kamarnya	B-ASPECT
bau	B-SENTIMENT
,	O
tempat	B-ASPECT
tidurnya	I-ASPECT
bau	B-SENTIMENT
,	O
selimutnya	B-ASPECT
juga	O
,	O
kamar	B-ASPECT
mandinya	I-ASPECT
tidak	B-SENTIMENT
layak	I-SENTIMENT
banget	I-SENTIMENT
.	O

saya	O
sudah	O
pesan	O
3	O
hari	O
,	O
tetapi	O
baru	O
check	O
in	O
sejam	O
saya	O
dan	O
teman	O
saya	O
langsung	O
pulang	O
.	O
gila	O
kecewa	B-SENTIMENT
banget	I-SENTIMENT
.	O

kamarnya	B-ASPECT
besar	B-SENTIMENT
,	O
bersihh	B-SENTIMENT
pelayanan	B-ASPECT
ramah	B-SENTIMENT
,	O
.	O

harga	B-ASPECT
yang	O
diberikan	O
sangat	B-SENTIMENT
memuaskan	I-SENTIMENT
saat	O
melihat	O
kamarnya	B-ASPECT
lengkap	B-SENTIMENT
,	O
tetapi	O
akses	O
ke	O
kamarnya	O
yang	O
jauh	O
dibelakang	O
sih	O
dan	O
aroma	B-ASPECT
nya	I-ASPECT
kurang	B-SENTIMENT
suka	I-SENTIMENT
,	O
.	O

over	B-ASPECT
all	I-ASPECT
ini	O
keren	B-SENTIMENT
harusnya	O
tidak	O
semurah	O
itu	O
kalau	O
tidak	O
pakai	O
airy	O
room	O
,	O
top	O
deh	O
tidak	O
mengecewakan	O
.	O

kondisi	O
kamar	B-ASPECT
tidak	B-SENTIMENT
sesuai	I-SENTIMENT
dengan	O
di	O
foto	O
.	O

tirainya	B-ASPECT
kelihatan	B-SENTIMENT
lusuh	I-SENTIMENT
dan	O
kotor	B-SENTIMENT
,	O
dan	O
handuk	B-ASPECT
tidak	B-SENTIMENT
di	I-SENTIMENT
ganti	I-SENTIMENT
keesokan	O
harinya	O
(	O
kami	O
menginap	O
2	O
malam	O
.	O

tetapi	O
lokasi	B-ASPECT
strategis	B-SENTIMENT
,	O
transportasinya	B-ASPECT
mudah	B-SENTIMENT
dan	O
dekat	O
dengan	O
mini	O
market	O
juga	O
banyak	O
warung	O
dan	O
restoran	O
terutama	O
warung	O
tenda	O
di	O
malam	O
hari	O
.	O

berhubung	O
emotikokon	O
hanya	O
ada	O
2	O
pilihan	O
,	O
mengecewakan	O
atau	O
memuaskan	O
dan	O
tidak	O
bisa	O
diganti	O
,	O
jadi	O
iya	O
